1,11,21,31,41,51,61,71,81,91,101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251,261,271,281,291,301,311,321,331,341,351,361,371,381,391,401,411,421,431,441,451,461,471,481,491,501,511,521,531,541,551,561,571,581,591,601,611,621,631,641,651,661,671,681,691,701,711,721,731,741,751,761,771,781,791,801,811,821,831,841,851,861,871,881,891,901,911,921,931,941,951,961,971,981,991,1001,1011,1021,1031,1041,1051,1061,1071,1081,1091,1101,1111,1121,1131,1141,1151,1161,1171,1181,1191,1201,1211,1221,1231,1241,1251,1261,1271,1281,1291,1301,1311,1321,1331,1341,1351,1361,1371,1381,1391,1401,1411,1421,1431,1441,1451,1461,1471,1481,1491,1501,1511,1521,1531,1541,1551,1561,1571,1581,1591,1601,1611,1621,1631,1641,1651,1661,1671,1681,1691,1701,1711,1721,1731,1741,1751,1761,1771,1781,1791,1801,1811,1821,1831,1841,1851,1861,1871,1881,1891,1901,1911,1921,1931,1941,1951,1961,1971,1981,1991,2001,2011,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,21,31,41,51,61,71,81,91,101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251,261,271,280.967,291.076,300.885,311.15,320.817,331.212,340.76,351.266,360.71,371.313,380.666,391.354,400.628,411.39,420.594,431.421,440.564,451.45,460.537,471.476,480.512,491.499,500.49,511.52,520.47,531.54,540.451,551.558,560.434,571.574,580.418,591.589,600.404,611.603,620.39,631.616,640.378,651.629,660.366,671.64,680.355,691.651,700.344,711.661,720.335,731.67,740.325,751.679,760.317,771.688,780.308,791.696,800.301,811.703,820.293,831.71,840.286,851.717,860.279,871.724,880.273,891.73,900.267,911.736,920.261,931.742,940.255,951.747,960.25,971.709,980.323,991.757,1000.24,1011.56,1020.47,1031.77,1040.23,1051.43,1060.6,1071.78,1080.22,1091.3,1100.73,1111.78,1120.21,1131.18,1140.84,1151.79,1160.21,1171.07,1180.95,1191.8,1200.2,1210.97,1221.05,1231.8,1240.19,1250.88,1261.14,1271.81,1280.19,1290.79,1301.23,1311.82,1320.18,1330.71,1341.31,1351.82,1360.18,1370.63,1381.39,1391.83,1400.17,1410.55,1421.46,1431.83,1440.17,1450.48,1461.53,1471.84,1480.16,1490.41,1501.6,1511.84,1520.16,1530.35,1541.66,1551.85,1560.13,1570.27,1581.7,1591.83,1600.13,1610.21,1621.75,1631.83,1640.12,1650.14,1661.78,1671.81,1680.1,1690.08,1701.84,1711.81,1720.09,1730.01,1741.86,1751.79,1760.07,1769.94,1781.88,1791.77,1800.04,1809.89,1821.93,1831.77,1840.03,1849.82,1861.94,1871.72,1879.98,1889.76,1901.96,1911.73,1919.95,1929.7,1941.83,1951.59,1959.99,1969.51,1981.84,1991.19,1999.72,2009.63,2021.24,2031.25,2039.89,2049.01,2061.41,2070.38,2079.13,2089.35,2100.58,2110.81,2119.7,2128.46,2141.09,2149.77,2158.82,2169.23,2180.01,2190.51,2199.71,2208.22,2220.9,2229.27,2238.6,2249.2,2259.56,2270.16,2279.6,2287.74,2300.44,2308.45,2317.85,2328.56,2338.56,2349.34,2358.96,2366.72,2379.62,2387.26,2396.93,2407.95,2417.51,2428.42,2438.25,2445.54,2458.39,2465.83,2475.46,2486.31,2495.57,2506.66,2516.61,2523.72,2536.62,2543.64,2553.59,2564.55,2573.32,2584.19,2594.13,2601.07,2613.68,2620.36,2630.22,2641.12,2649.68,2660.86,2670.93,2677.65,2690.74,2697.32,2707.44,2718.38,2726.25,2737.32,2747.14,2753.23,2765.95,2771.82,2781.69,2792.62,2800.47,2811.45,2821.64,2827.37,2839.66,2845.28,2855.2,2866.02,2873.51,2884.25,2894.13,2899.09,2911.45,2916.76,2926.31,2937.42,2943.89,2954.43,2963.87,2969.06,2980.87,2985.66,2995.44,3006.21,3012.45,3023.02,3033.15,3037.7,3049.82,3054.32,3063.8,3074.25,3080.28,3090.56,3099.8,3104.23,3115.8,3119.92,3128.84,3139.13,3144.47,3154.81,3164.3,3168.14,3179.41,3182.45,3191.39,3201.38,3206.58,3216.35,3225.92,3229.87,3240.88,3243.98,3253.27,3262.98,3267.5,3276.73,3285.19,3287.8,3298.94,3301.37,3309.63,3319.44,3323.79,3333.05,3340.98,3343.28,3353.55,3356.5,3364.18,3373.24,3376.21,3384.22,3392.9,3395.09,3405.31,3406.73,3413.95,3422.73,3425.19,3433.96,3441.87,3443.69,3454,3454.8,3462.74,3470.51,3472.52,3481,3488.97,3490.42,3500.17,3501.49,3508.65,3517.24,3519.61,3527.64,3534.8,3535.63,3544.85,3545.75,3553.48,3561.24,3563.56,3571.54,3578.09,3579.12,3587.61,3588.17,3596.2,3604.47,3605.66,3612.41,3620.83,3621.35,3629.42,3630.75,3636.71,3643.3,3645.47,3652.57,3659.7,3661.27,3669.52,3668.39,3676.84,3683.6,3684.92,3692.27,3700.2,3700.44,3707.99,3709.9,3715.3,3721.97,3725.5,3731.59,3737.94,3741.17,3747.7,3747.48,3756.24,3762.2,3762.63,3769.1,3778.54,3778.43,3785.52,3788.67,3793.24,3799.18,3803.19,3809.16,3815.73,3819.08,3825.23,3824.89,3833.86,3839.57,3840.21,3845.69,3855.01,3854.93,3861.26,3866.06,3871.85,3877.85,3883.39,3889.05,3893.77,3898.47,3904.89,3905.37,3915.41,3920.61,3920.59,3925.85,3936.29,3935.92,3942.5,3947.62,3952.88,3958.64,3965.3,3969.98,3975.06,3980.53,3985.77,3985.43,3995.78,4000.35,4000.85,4005.54,4016.47,4015.83,4021.9,4029.01,4032.32,4037.77,4044.86,4049.74,4054.37,4060.45,4067.13,4067.7,4078.57,4083.99,4084.48,4088.66,4099.43,4099.02,4104.45,4111.35,4116.04,4120.54,4128.74,4134.19,4138.55,4145.7,4151.89,4151.52,4163.76,4168.69,4168.89,4174.31,4187.15,4188.09,4192.92,4200.7,4206.24,4211.61,4220.13,4225.47,4230.11,4237.84,4243.53,4243.65,4256.41,4262,4263.3,4268.21,4280.77,4281.11,4286.95,4295.5,4300.2,4305.18,4314.83,4319.74,4324.14,4333.83,4339.37,4340.79,4354.14,4359.44,4360.64,4365.18,4378.48,4378.94,4384.66,4394.75,4400.42,4405.48,4416.08,4421.95,4426.88,4436.25,4441.63,4443.81,4457.62,4462.89,4464.46,4469.43,4483.72,4485.61,4491.58,4501.84,4506.79,4511.88,4523.52,4528.17,4532.77,4543.94,4549.77,4551.3,4566.51,4571.06,4573.44,4578.67,4593.02,4594.41,4600.12,4610.9,4615.12,4619.87,4631.75,4637.01,4641.99,4653.81,4659.39,4661.44,4676.46,4681.32,4682.81,4688.02,4703.36,4705.25,4711.21,4722.56,4727.34,4732.24,4745.54,4750.84,4755.62,4767.88,4773.71,4776.26,4791.21,4796.31,4798.98,4804.4,4819.93,4821.96,4827.69,4839.6,4843.91,4848.73,4861.89,4866.59,4870.78,4883.64,4888.91,4890.81,4906.6,4911.96,4914.44,4919.5,4934.79,4937.06,4942.64,4956.1,4960.13,4965.2,4978.32,4983.21,4988.33,5001.63,5007.41,5009.63,5026.63,5031.83,5034.77,5039.74,5056.2,5058.82,5064.56,5078.26,5083.64,5088.45,5102.13,5107.64,5111.97,5126.25,5131.68,5134.05,5150.92,5155.76,5158.67,5163.4,5179.7,5182.23,5187.76,5202.35,5207.73,5213.44,5228.64,5234.19,5239.58,5254.03,5259.56,5262.82,5280.31,5285.73,5289.69,5295.88,5313.57,5316.93,5322.93,5339.29,5344.94,5351.14,5367.78,5373.92,5379.68,5396.03,5402.41,5406.46,5425.05,5431.42,5435.55,5442.02,5460.64,5464.82,5471.35,5488.39,5494.73,5500.85,5517.92,5523.93,5529.77,5546.09,5552.63,5557.1,5575.68,5582.11,5586.6,5592.57,5611.4,5616.15,5622.84,5639.42,5645.08,5651.08,5667.51,5673.27,5680.47,5696.84,5703.33,5707.05,5724.89,5730.54,5736.19,5741.96,5759.62,5763.07,5769.55,5785.32,5793.2,5799.38,5815.48,5821.2,5826.18,5842.04,5848.08,5853.9,5870.56,5875.84,5879.76,5885.27,5902.23,5909.13,5914.57,5929.72,5935.45,5940.59,5955.97,5961.66,5970.61,5985.59,5991.22,5994.68,6011.36,6017.25,6024.56,6029.62,6045.56,6048.56,6054.42,6068.71,6078.41,6083.4,6097.56,6102.77,6107.62,6121.52,6127.02,6135.05,6151.14,6156.3,6159.72,6164.46,6179.92,6188.51,6194.07,6208.1,6212.84,6217.35,6231.66,6236.69,6247.34,6260.94,6265.4,6268.13,6283.26,6287.89,6297.9,6303.15,6318.25,6321.23,6326.75,6339.88,6351.51,6356.04,6369.77,6374.77,6378.9,6392.55,6397.82,6408,6422.45,6426.75,6430.04,6434.13,6449.49,6459.41,6464.55,6477.33,6481.5,6486.4,6499.34,6504.5,6516.89,6529.69,6534.36,6537.05,6551.1,6556.08,6567.48,6571.74,6585.72,6588.72,6592.88,6605.12,6618.93,6623.04,6634.99,6639.04,6643.15,6655.77,6659.93,6671.32,6685.43,6690.23,6693.31,6697.16,6710.83,6723.71,6728.64,6739.63,6743.22,6747.66,6759.78,6763.98,6777.88,6790.12,6794.01,6795.39,6808.59,6813.33,6825.86,6829.97,6843,6845.8,6850.45,6861.52,6876.11,6879.9,6891.47,6894.63,6898.57,6909.51,6913.41,6927.65,6939.12,6942.98,6945.84,6949.76,6961.79,6975.64,6979.78,6990.5,6994.58,6997.79,7007.89,7011.8,7028.22,7038.5,7042.28,7043.63,7056.06,7059.95,7074.24,7077.44,7089.16,7091.31,7094.69,7104.76,7120.77,7124.18,7135.27,7139.22,7141.95,7151.52,7155.58,7169.55,7181.22,7184.48,7187.24,7190.71,7202.19,7217.02,7220.32,7229.74,7232.68,7236.98,7246.51,7249.42,7265.98,7274.93,7278.8,7281.12,7292.07,7294.55,7309.43,7313,7323.24,7324.7,7328.29,7337.74,7354.27,7358.07,7367.28,7371.07,7373.59,7382.27,7386.03,7401.57,7411.88,7414.87,7416.69,7420.18,7430.2,7446.46,7450.22,7459.17,7462.42,7465.94,7474.28,7476.73,7495.6,7503.92,7508.28,7510.09,7520.39,7523.62,7540.4,7543.72,7553.68,7555.71,7559.05,7566.83,7585.02,7588.73,7597.34,7599.88,7603.06,7610.96,7614.54,7632.38,7643.01,7645.55,7647.22,7650.66,7660.33,7677.02,7680.66,7688.48,7691.78,7695.05,7703.45,7706.31,7725.51,7733.79,7736.47,7738.37,7747.82,7751.93,7769.22,7771.81,7780.39,7781.72,7785.14,7792.39,7811.62,7814.71,7822.05,7824.74,7827.51,7835.31,7838.42,7856.53,7865.29,7868.36,7870.23,7873.52,7882.62,7901.04,7904.2,7912.04,7915.19,7917.73,7925.84,7928.32,7947.93,7955.63,7959.75,7961.15,7969.65,7972.57,7990.92,7993.29,8002.18,8004.45,8008.12,8015.41,8035.73,8037.82,8045.68,8048.91,8051.97,8058.3,8062.43,8079.76,8087.58,8089.37,8090.16,8092.99,8101.37,8119.47,8122.54,8129.73,8131.77,8134.8,8141.29,8145.22,8164.85,8170.61,8173.02,8174,8181.2,8184.1,8202.85,8205.55,8214.06,8215.11,8218.4,8224.57,8245.87,8248.69,8256.03,8257.35,8259.87,8266.81,8270.02,8288.65,8297.1,8298.99,8301.12,8303.49,8312.15,8330.68,8332.54,8338.12,8339.9,8342.47,8348.54,8350.59,8369.83,8375.09,8376.88,8376.91,8384.16,8386.72,8405.19,8406.75,8414.48,8416.63,8418.28,8424.38,8444.93,8448.23,8454.09,8456.63,8459.77,8465.58,8468.06,8486.32,8494.24,8497.49,8499.86,8503.16,8511.53,8530.27,8533.6,8540.99,8544.78,8547.98,8555.43,8559.88,8579.3,8585.64,8589.46,8591.04,8600.19,8603.48,8623.45,8626.78,8634.9,8638.2,8642.01,8650.23,8671.85,8675.66,8683.91,8687.47,8692.01,8700.05,8704.01,8723.65,8732.96,8736.65,8739.94,8744.66,8753.99,8773.5,8777.55,8785.33,8789.26,8794.12,8802.26,8807.21,8829.38,8837.37,8841.93,8844.98,8854.61,8858.6,8880.37,8884.98,8893.49,8896.87,8902.03,8909.51,8931.32,8934.98,8942.96,8947.67,8952.37,8961.09,8966.21,8987.44,8995.87,9000.78,9004.05,9008.26,9017.56,9038.74,9043.23,9051.31,9055.33,9058.86,9066.93,9070.46,9093.55,9101.44,9106.32,9109.3,9118.36,9122.25,9143.24,9147.54,9156.46,9159.84,9164.13,9170.63,9193.15,9197.39,9205.34,9209.2,9212.69,9219.9,9224.08,9245.49,9253.76,9257.21,9260.29,9265.01,9273.36,9294.44,9298.57,9305.85,9308.94,9313.54,9321.68,9325.64,9348.38,9354.69,9358.03,9359.49,9368.83,9373.09,9394.77,9398.6,9406.83,9409.11,9412.93,9419.84,9443.19,9446.97,9454.65,9458.2,9461.75,9469.4,9472.91,9493.91,9500.96,9504.58,9507.18
